task_id,occupation,berufenet_id,sector,label_5cat,task_text_en,task_text_de,skill_1_id,skill_1_en,skill_1_de,skill_1_rel,skill_2_id,skill_2_en,skill_2_de,skill_2_rel,skill_3_id,skill_3_en,skill_3_de,skill_3_rel,n_skills
BN_0080,Investment Advisor,6773.0,other,high_ai_potential,Inform clients about investment options and finalize contracts.,Kunden über Anlagemöglichkeiten informieren und Verträge abschließen.,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,0.9,SK-DOM-005,Financial Advisory,Finanzberatung,0.85,SK-SOC-020,Contract Management,Vertragsmanagement,0.8,3
BN_0081,Investment Advisor,6773.0,other,stays_with_you,Determine the investment goals and risk tolerance of the clients.,Die Anlageziele und Risikobereitschaft der Kunden ermitteln.,SK-COG-010,Risk Assessment,Risikobewertung,0.9,SK-DOM-005,Financial Advisory,Finanzberatung,0.85,SK-SOC-009,Customer Service,Kundenbetreuung,0.75,3
BN_0082,Investment Advisor,6773.0,other,ai_assisted,Assess the financial situation of customers.,Die wirtschaftlichen Verhältnisse der Kunden beurteilen.,SK-COG-007,Financial Analysis,Finanzanalyse,0.95,,,,,,,,,1
BN_0083,Investment Advisor,6773.0,other,ai_assisted,Develop individual investment strategies.,Individuelle Anlagestrategien entwickeln.,SK-COG-009,Strategic Thinking,Strategisches Denken,0.9,SK-DOM-005,Financial Advisory,Finanzberatung,0.88,SK-COG-004,Decision Making,Entscheidungsfindung,0.75,3
BN_0084,Investment Advisor,6773.0,other,high_ai_potential,Provide information sheets on financial instruments before the conclusion.,Vor dem Abschluss Informationsblätter zu Finanzinstrumenten bereitstellen.,SK-DOM-005,Financial Advisory,Finanzberatung,0.9,SK-COG-014,Information Management,Informationsmanagement,0.8,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
BN_0085,Investment Advisor,6773.0,other,ai_assisted,Sign contracts with clients and be available as a contact person.,Verträge mit Kunden abschließen und als Ansprechpartner zur Verfügung stehen.,SK-SOC-020,Contract Management,Vertragsmanagement,0.9,SK-SOC-009,Customer Service,Kundenbetreuung,0.85,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,0.75,3
BN_0086,Investment Advisor,6773.0,other,automatable,Document consultation talks and agreements.,Beratungsgespräche und Abschlüsse dokumentieren.,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.9,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.8,SK-SOC-020,Contract Management,Vertragsmanagement,0.75,3
BN_0087,Investment Advisor,6773.0,other,ai_assisted,Observe and analyze money and capital markets.,Geld- und Kapitalmärkte beobachten und analysieren.,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.9,SK-COG-007,Financial Analysis,Finanzanalyse,0.85,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.75,3
BN_0088,Investment Advisor,6773.0,other,ai_assisted,Research information on the internet and in databases.,Informationen im Internet und in Datenbanken recherchieren.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.95,SK-COG-014,Information Management,Informationsmanagement,0.8,SK-DIG-002,Data Management & Databases,Datenmanagement und Datenbanken,0.75,3
BN_0089,Investment Advisor,6773.0,other,ai_assisted,Evaluate trade journals and newspapers.,Fachzeitschriften und Zeitungen auswerten.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.9,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.85,SK-COG-001,Critical Thinking,Kritisches Denken,0.8,3
BN_0090,Investment Advisor,6773.0,other,high_ai_potential,Monitor the development of individual titles in the fund.,Die Entwicklung der Einzeltitel in den Fonds beobachten.,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.9,SK-COG-007,Financial Analysis,Finanzanalyse,0.85,SK-COG-010,Risk Assessment,Risikobewertung,0.7,3
BN_0091,Investment Advisor,6773.0,other,ai_assisted,Handle internal processes in the organization.,Innere Vorgänge in der Organisation abwickeln.,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,SK-OPS-008,Administrative Support,Verwaltung und Büroorganisation,0.75,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.75,3
BN_0092,Pharmacist,13971.0,health,stays_with_you,Sell medicines and medical products.,Arzneimittel und Medizinprodukte verkaufen.,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,0.9,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.75,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.7,3
BN_0093,Pharmacist,13971.0,health,stays_with_you,Advise customers and medical staff on medications.,Kunden und medizinisches Personal zu Arzneimitteln beraten.,SK-SOC-009,Customer Service,Kundenbetreuung,0.9,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.85,SK-DOM-004,Clinical Care & Treatment,Klinische Versorgung und Behandlung,0.7,3
BN_0094,Pharmacist,13971.0,health,stays_with_you,train and further educate professionals.,Fachkräfte aus- und weiterbilden.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-SOC-019,Training Material Development,Schulungsmaterial entwickeln,0.75,SK-DOM-008,Education Program Design,Bildungsprogramm-Gestaltung,0.7,3
BN_0095,Pharmacist,13971.0,health,sensitive,Assist in creating the medication list.,An der Erstellung der Arzneimittelliste mitarbeiten.,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.8,SK-COG-014,Information Management,Informationsmanagement,0.75,3
BN_0096,Pharmacist,13971.0,health,ai_assisted,Develop new substances and methods for quality control.,Neue Wirkstoffe und Verfahren zur Qualitätskontrolle entwickeln.,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.9,SK-TEC-004,Lab & Research Methods,Labor- und Forschungsmethoden,0.85,SK-TEC-007,Measurement & Testing,Messen und Prüfen,0.75,3
BN_0097,Pharmacist,13971.0,health,sensitive,Create product information for medicines.,Produktinformationen für Arzneimittel erstellen.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.9,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.85,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.8,3
BN_0098,Pharmacist,13971.0,health,sensitive,Document quality issues and side effects.,Qualitätsmängel und Nebenwirkungen dokumentieren.,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.9,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.88,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.85,3
BN_0099,Pharmacist,13971.0,health,ai_assisted,Develop methods to investigate harmful substances in the environment.,Methoden zur Untersuchung schädlicher Stoffe in der Umwelt entwickeln.,SK-TEC-004,Lab & Research Methods,Labor- und Forschungsmethoden,0.9,SK-COG-008,Research & Analysis,Recherche und Analyse,0.85,SK-TEC-007,Measurement & Testing,Messen und Prüfen,0.75,3
BN_0100,Pharmacist,13971.0,health,sensitive,Prepare the approval of medicines.,Die Zulassung von Arzneimitteln vorbereiten.,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.9,SK-DOM-001,Legal Knowledge & Application,Rechtskenntnisse und -anwendung,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
BN_0101,Pharmacist,13971.0,health,sensitive,Monitor testing laboratories.,Prüflaboratorien überwachen.,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.9,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.75,,,,,2
BN_0102,Pharmacist,13971.0,health,stays_with_you,Conduct inspections in testing facilities and production companies.,Inspektionen in Prüfstellen und Produktionsbetrieben durchführen.,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.95,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.8,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.75,3
BN_0103,Pharmacist,13971.0,health,sensitive,Organize the supply of medicines.,Die Arzneimittelversorgung organisieren.,SK-OPS-003,Supply Chain & Logistics,Lieferkette und Logistik,0.9,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.85,SK-OPS-004,Procurement & Purchasing,Beschaffung und Einkauf,0.7,3
BN_0104,Pharmacist,13971.0,health,stays_with_you,Collaborate on research projects and write reports.,An Forschungsprojekten mitarbeiten und Berichte schreiben.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.9,SK-COG-008,Research & Analysis,Recherche und Analyse,0.85,SK-SOC-006,Teamwork & Collaboration,Teamarbeit und Zusammenarbeit,0.75,3
BN_0105,Pharmacist,13971.0,health,stays_with_you,Conduct courses and administer exams.,Lehrveranstaltungen durchführen und Prüfungen abnehmen.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-TEC-007,Measurement & Testing,Messen und Prüfen,0.85,SK-OPS-012,Event & Program Management,Veranstaltungs- und Programmmanagement,0.75,3
BN_0106,Application Engineer/Manager,14991.0,other,ai_assisted,"Improve or redesign technical processes in mechanical engineering, electronics, power supply, mechatronics, or computer science.","Technische Verfahren im Maschinenbau, Elektronik, Stromversorgung, Mechatronik oder Informatik verbessern oder neu gestalten.",SK-TEC-001,Engineering Design,Ingenieurmäßige Konstruktion,0.9,SK-COG-002,Problem Solving,Problemlösung,0.85,SK-TEC-006,Materials & Manufacturing Processes,Werkstoffe und Fertigungsverfahren,0.8,3
BN_0107,Application Engineer/Manager,14991.0,other,automatable,"record customer requests, calculate prices and deadlines, create and present offers","Kundenwünsche erfassen, Preise und Termine berechnen, Angebote erstellen und vorstellen.",SK-OPS-023,Pricing & Cost Estimation,Preiskalkulation und Kostenschätzung,0.95,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,SK-SOC-009,Customer Service,Kundenbetreuung,0.8,3
BN_0108,Application Engineer/Manager,14991.0,other,automatable,"Create manuals, documentation, and training materials, and keep maintenance and service records.","Handbücher, Dokumentationen und Schulungsunterlagen erstellen sowie Wartungs- und Serviceprotokolle führen.",SK-TEC-005,Technical Documentation,Technische Dokumentation,0.9,SK-SOC-019,Training Material Development,Schulungsmaterial entwickeln,0.85,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.8,3
BN_0109,Application Engineer/Manager,14991.0,other,stays_with_you,Prepare and monitor machines and systems.,Maschinen und Anlagen vorbereiten und überwachen.,SK-OPS-014,Machine Operation,Maschinenbedienung,0.95,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.85,SK-TEC-003,Mechanical Systems,Mechanische Systeme,0.7,3
BN_0110,Application Engineer/Manager,14991.0,other,stays_with_you,Program machines and set functions.,Maschinen programmieren und Funktionen einstellen.,SK-DIG-010,Digital Machine Control,Digitale Maschinensteuerung,0.95,SK-OPS-014,Machine Operation,Maschinenbedienung,0.85,SK-DIG-001,Software Development,Softwareentwicklung,0.75,3
BN_0111,Application Engineer/Manager,14991.0,other,stays_with_you,"Put machines into operation, conduct test runs, and train staff.","Maschinen in Betrieb nehmen, Probeläufe durchführen und Bedienpersonal einweisen.",SK-OPS-014,Machine Operation,Maschinenbedienung,0.95,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.9,SK-TEC-003,Mechanical Systems,Mechanische Systeme,0.7,3
BN_0112,Application Engineer/Manager,14991.0,other,high_ai_potential,"Monitor processes, search for and fix errors in case of disruptions.","Prozesse überwachen, bei Störungen Fehler suchen und beheben.",SK-COG-002,Problem Solving,Problemlösung,0.95,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.9,SK-COG-013,Evaluating Processes & Systems,Prozesse und Systeme bewerten,0.75,3
BN_0113,Application Engineer/Manager,14991.0,other,stays_with_you,"Advise customers, help with technical problems, and accept suggestions for improvement.","Kunden beraten, bei technischen Problemen helfen und Verbesserungsvorschläge annehmen.",SK-SOC-009,Customer Service,Kundenbetreuung,0.9,SK-COG-002,Problem Solving,Problemlösung,0.85,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.8,3
BN_0114,Application Engineer/Manager,14991.0,other,stays_with_you,Lead employees in the engineering team.,Mitarbeiter führen.,SK-SOC-005,Team Leadership,Teamführung,0.95,SK-SOC-013,Supervision & Performance Management,Aufsicht und Leistungsmanagement,0.85,SK-SOC-006,Teamwork & Collaboration,Teamarbeit und Zusammenarbeit,0.7,3
BN_0115,Labor Market Consultant,130772.0,other,stays_with_you,"Advise organizations in education, profession, and labor market.",Organisationen im Bereich Bildung und Beruf sowie Arbeitsmarkt beraten.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.9,SK-SOC-011,Stakeholder Management,Stakeholder-Management,0.7,,,,,2
BN_0116,Labor Market Consultant,130772.0,other,stays_with_you,Guide employees for good advice.,Mitarbeitende für eine gute Beratung anleiten.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.85,SK-SOC-007,Coaching & Mentoring,Coaching und Mentoring,0.8,SK-SOC-005,Team Leadership,Teamführung,0.75,3
BN_0117,Labor Market Consultant,130772.0,other,ai_assisted,"Check, develop, and implement consulting methods.","Beratungsmethoden prüfen, entwickeln und umsetzen.",SK-COG-013,Evaluating Processes & Systems,Prozesse und Systeme bewerten,0.9,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.85,SK-COG-018,Change Management,Veränderungsmanagement,0.8,3
BN_0118,Labor Market Consultant,130772.0,other,stays_with_you,Advise employees and employers on personnel development issues.,Arbeitnehmer und Arbeitgeber in Fragen der Personalentwicklung beraten.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.95,SK-SOC-007,Coaching & Mentoring,Coaching und Mentoring,0.8,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,0.75,3
BN_0119,Labor Market Consultant,130772.0,other,ai_assisted,Inform employers and politicians about changes in the job market.,Arbeitgeber und Politiker über Veränderungen auf dem Arbeitsmarkt informieren.,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.9,SK-DOM-006,Policy & Regulation Development,Richtlinien- und Regelungsentwicklung,0.8,SK-COG-018,Change Management,Veränderungsmanagement,0.75,3
BN_0120,Labor Market Consultant,130772.0,other,stays_with_you,Advise public administrations on personnel matters.,Öffentliche Verwaltungen in Personalfragen beraten.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.9,SK-DOM-010,Public Administration,Öffentliche Verwaltung,0.85,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,0.75,3
BN_0121,Labor Market Consultant,130772.0,other,ai_assisted,Conduct and evaluate studies on labor market developments.,Studien zu Arbeitsmarktentwicklungen durchführen und auswerten.,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.95,SK-COG-008,Research & Analysis,Recherche und Analyse,0.85,SK-COG-013,Evaluating Processes & Systems,Prozesse und Systeme bewerten,0.7,3
BN_0122,Labor Market Consultant,130772.0,other,ai_assisted,Prepare and communicate study results clearly.,Studienergebnisse verständlich aufbereiten und kommunizieren.,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.9,SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.85,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.75,3
BN_0123,Labor Market Consultant,130772.0,other,ai_assisted,Develop new methods for counseling.,Neue Methoden für die Beratung entwickeln.,SK-COG-005,Creative Thinking,Kreatives Denken,0.85,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.75,SK-SOC-019,Training Material Development,Schulungsmaterial entwickeln,0.7,3
BN_0124,Employment Agent,67308.0,other,ai_assisted,Work in employment agencies.,in Arbeitsagenturen arbeiten,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,0.9,SK-OPS-008,Administrative Support,Verwaltung und Büroorganisation,0.75,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.7,3
BN_0125,Employment Agent,67308.0,other,ai_assisted,Inform job seekers about news in professions.,Arbeitssuchende über Neuigkeiten in Berufen informieren,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.75,,,,,2
BN_0126,Employment Agent,67308.0,other,ai_assisted,Explain the requirements in the job market.,die Anforderungen auf dem Arbeitsmarkt erklären,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,0.85,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.75,,,,,2
BN_0127,Employment Agent,67308.0,other,ai_assisted,show individual job opportunities,individuelle Jobmöglichkeiten aufzeigen,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,0.9,SK-COG-019,Taking Initiative,Eigeninitiative zeigen,0.85,,,,,2
