job_code,job_title,job_title_en,category_code,sector_code,sector_name,adjustment_type,onet_source,reliability,total,human_centric_pct,ai_assisted_pct,agentic_potential_pct,high_automation_pct,mixed_pct,dominant_category,adjustment_applied
43112-120,Kfm. Ass./Wirtschaftsassistent/in - Betriebsinformatik,Commercial Assistant/Business Assistant - Business Information Systems,43112,4,IT & Science,none,,HIGH,9.0,22.2,55.6,22.2,0.0,0.0,AI-Assisted,none
43112-107,Kfm. Ass./Wirtschaftsassistent/in - Informationsverarbeitung,Commercial Assistant/Business Assistant - Information Processing,43112,4,IT & Science,none,,HIGH,9.0,22.2,55.6,22.2,0.0,0.0,AI-Assisted,none
42312-103,Kfm. Ass./Wirtschaftsassistent/in - Umweltschutz,Commercial Assistant/Business Assistant - Environmental Protection,42312,4,IT & Science,none,,HIGH,9.0,33.3,0.0,44.4,22.2,0.0,Agentic Potential,none
42314-115,Klimaschutzmanager/in,Climate Protection Manager,42314,4,IT & Science,none,,HIGH,17.0,52.9,47.1,0.0,0.0,0.0,Human-Centric,none
41284-101,Klinische/r Chemiker/in,Clinical Chemist,41284,4,IT & Science,none,,HIGH,14.0,64.3,35.7,0.0,0.0,0.0,Human-Centric,none
42333-106,Kraftwerksmeister/in - Strahlenschutz,Power Plant Master - Radiation Protection,42333,4,IT & Science,none,,HIGH,11.0,72.7,18.2,0.0,0.0,9.1,Human-Centric,none
41324-102,Laboringenieur/in (Chemie),Laboratory Engineer (Chemistry),41324,4,IT & Science,none,,HIGH,9.0,77.8,22.2,0.0,0.0,0.0,Human-Centric,none
41294-101,Laborleiter/in,Laboratory Manager,41294,4,IT & Science,onet_tie_broken,DEFAULT,ADJUSTED_ONET,12.0,50.0,33.3,16.7,0.0,0.0,Human-Centric,none
41494-103,Laborleiter/in - Metallographie,Laboratory Manager - Metallography,41494,4,IT & Science,none,,HIGH,10.0,80.0,10.0,10.0,0.0,0.0,Human-Centric,none
41494-101,Laborleiter/in - Physikalisches Labor,Laboratory Manager - Physics Laboratory,41494,4,IT & Science,none,,HIGH,10.0,80.0,10.0,10.0,0.0,0.0,Human-Centric,none
41494-105,Laborleiter/in - Werkstofftechnik,Laboratory Manager - Materials Engineering,41494,4,IT & Science,none,,HIGH,10.0,80.0,10.0,10.0,0.0,0.0,Human-Centric,none
41394-100,Laborleiter/in/Chemiker/in (Uni),Laboratory Manager/Chemist (University),41394,4,IT & Science,onet_tie_broken,DEFAULT,ADJUSTED_ONET,4.0,50.0,50.0,0.0,0.0,0.0,Human-Centric,none
41384-118,Lebensmittelchemiker/in,Food Chemist,41384,4,IT & Science,none,,HIGH,10.0,80.0,20.0,0.0,0.0,0.0,Human-Centric,none
43494-104,Leiter/in - Anwendungsentwicklung (EDV),Manager - Application Development (IT),43494,4,IT & Science,none,,HIGH,15.0,40.0,53.3,6.7,0.0,0.0,AI-Assisted,none
43294-101,Leiter/in - Benutzerservicezentrum (EDV),Manager - User Service Center (IT),43294,4,IT & Science,none,,HIGH,10.0,70.0,10.0,20.0,0.0,0.0,Human-Centric,none
43394-103,Leiter/in - IT,IT Manager,43394,4,IT & Science,none,,HIGH,12.0,75.0,25.0,0.0,0.0,0.0,Human-Centric,none
43394-112,Leiter/in - Informations-/Cybersicherheit,Manager - Information/Cybersecurity,43394,4,IT & Science,none,,HIGH,12.0,75.0,25.0,0.0,0.0,0.0,Human-Centric,none
43194-102,Leiter/in - Informationsmanagement,Manager - Information Management,43194,4,IT & Science,none,,HIGH,15.0,46.7,53.3,0.0,0.0,0.0,AI-Assisted,none
43494-101,Leiter/in - Programmierung,Manager - Programming,43494,4,IT & Science,none,,HIGH,15.0,40.0,53.3,6.7,0.0,0.0,AI-Assisted,none
42394-100,Leiter/in - Sachverständigenbüro für Umweltfragen,Manager - Expert Office for Environmental Issues,42394,4,IT & Science,none,,HIGH,7.0,57.1,42.9,0.0,0.0,0.0,Human-Centric,none
41194-100,Leiter/in - Statistik,Manager - Statistics,41194,4,IT & Science,none,,HIGH,8.0,25.0,62.5,12.5,0.0,0.0,AI-Assisted,none
41493-103,Leiter/in einer Prüfgruppe (Halbleitertechnik),Head of Testing Group (Semiconductor Technology),41493,4,IT & Science,none,,HIGH,5.0,60.0,20.0,0.0,20.0,0.0,Human-Centric,none
41493-102,Leiter/in einer Prüfgruppe (Werkstoffprüfung),Head of Testing Group (Materials Testing),41493,4,IT & Science,none,,HIGH,5.0,60.0,20.0,0.0,20.0,0.0,Human-Centric,none
43104-133,Machine Learning Engineer,Machine Learning Engineer,43104,4,IT & Science,onet_social_added,Data Scientists,ADJUSTED_ONET,10.0,21.5,70.7,7.8,0.0,0.0,AI-Assisted,onet_soft_skill
41104-105,Mathematiker/in,Mathematician,41104,4,IT & Science,onet_social_added,Mathematicians,ADJUSTED_ONET,9.0,18.2,81.8,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
43412-104,Mathematisch-technische/r Assistent/in,Mathematical Technical Assistant,43412,4,IT & Science,onet_social_added,Mathematicians,ADJUSTED_ONET,6.0,18.2,68.1,13.7,0.0,0.0,AI-Assisted,onet_soft_skill
43412-100,Mathematisch-technische/r Assistent/in (ehem. duale Ausb.),Mathematical Technical Assistant (formerly dual training),43412,4,IT & Science,onet_social_added,Mathematicians,ADJUSTED_ONET,6.0,18.2,68.1,13.7,0.0,0.0,AI-Assisted,onet_soft_skill
43412-107,Mathematisch-technische/r Softwareentwickler/in,Mathematical Technical Software Developer,43412,4,IT & Science,onet_social_added,Computer and Information Research Scientists,ADJUSTED_ONET,6.0,22.9,64.2,12.9,0.0,0.0,AI-Assisted,onet_soft_skill
43154-102,Medieninformatiker/in,Media Computer Scientist,43154,4,IT & Science,onet_social_added,Computer and Information Research Scientists,ADJUSTED_ONET,13.0,22.9,71.2,5.9,0.0,0.0,AI-Assisted,onet_soft_skill
43134-115,Medizininformatiker/in,Medical Informatics Specialist,43134,4,IT & Science,none,,HIGH,14.0,28.6,64.3,7.1,0.0,0.0,AI-Assisted,none
41222-101,Medizinische/r Sektions- und Präparationsassistent/in,Medical Autopsy and Preparation Assistant,41222,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,8.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
41484-118,Medizinphysiker/in,Medical Physicist,41484,4,IT & Science,none,,HIGH,9.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
41234-108,Meeresbiologe/-biologin,Marine Biologist,41234,4,IT & Science,none,,HIGH,13.0,61.5,30.8,7.7,0.0,0.0,Human-Centric,none
42144-102,Meteorologe/Meteorologin,Meteorologist,42144,4,IT & Science,none,,HIGH,13.0,30.8,69.2,0.0,0.0,0.0,AI-Assisted,none
41264-101,Mikrobiologe/-biologin,Microbiologist,41264,4,IT & Science,none,,HIGH,10.0,60.0,40.0,0.0,0.0,0.0,Human-Centric,none
41212-106,Milchwirtschaftliche/r Laborant/in,Dairy Laboratory Technician,41212,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,6.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
41293-100,Milchwirtschaftliche/r Labormeister/in,Dairy Laboratory Manager,41293,4,IT & Science,none,,HIGH,7.0,28.6,71.4,0.0,0.0,0.0,AI-Assisted,none
42124-122,Mineraloge/Mineralogin,Mineralogist,42124,4,IT & Science,none,,HIGH,16.0,62.5,37.5,0.0,0.0,0.0,Human-Centric,none
43413-112,Mobile Developer,Mobile Developer,43413,4,IT & Science,none,,HIGH,13.0,7.7,92.3,0.0,0.0,0.0,AI-Assisted,none
41284-119,Molekularbiologe/-biologin,Molecular Biologist,41284,4,IT & Science,none,,HIGH,14.0,64.3,35.7,0.0,0.0,0.0,Human-Centric,none
41274-108,Molekularmediziner/in,Molecular Medicine Specialist,41274,4,IT & Science,none,,HIGH,14.0,28.6,64.3,7.1,0.0,0.0,AI-Assisted,none
43153-105,Multimediaentwickler/in,Multimedia Developer,43153,4,IT & Science,none,,HIGH,15.0,33.3,60.0,6.7,0.0,0.0,AI-Assisted,none
43153-101,Multimediafachmann/-frau,Multimedia Specialist,43153,4,IT & Science,none,,HIGH,15.0,33.3,60.0,6.7,0.0,0.0,AI-Assisted,none
41384-121,Natur- und Wirkstoffchemiker/in,Natural Products and Active Ingredient Chemist,41384,4,IT & Science,none,,HIGH,10.0,80.0,20.0,0.0,0.0,0.0,Human-Centric,none
43314-101,Netzplaner/in,Network Planner,43314,4,IT & Science,onet_social_added,Network and Computer Systems Administrators,ADJUSTED_ONET,10.0,22.0,62.4,15.6,0.0,0.0,AI-Assisted,onet_soft_skill
43343-104,Netzwerkadministrator/in,Network Administrator,43343,4,IT & Science,none,,HIGH,13.0,53.8,38.5,0.0,7.7,0.0,Human-Centric,none
41254-106,Neurowissenschaftler/in,Neuroscientist,41254,4,IT & Science,none,,HIGH,10.0,90.0,10.0,0.0,0.0,0.0,Human-Centric,none
43413-101,Nutzerschnittstellenentwickler/in,User Interface Developer,43413,4,IT & Science,none,,HIGH,13.0,7.7,92.3,0.0,0.0,0.0,AI-Assisted,none
43333-100,Operator/in (EDV),Computer Operator,43333,4,IT & Science,none,,HIGH,14.0,57.1,14.3,0.0,28.6,0.0,Human-Centric,none
41384-100,Organiker/in,Organic Chemist,41384,4,IT & Science,none,,HIGH,10.0,80.0,20.0,0.0,0.0,0.0,Human-Centric,none
43423-100,Organisationsprogrammierer/in,Organizational Programmer,43423,4,IT & Science,none,,HIGH,11.0,27.3,54.5,18.2,0.0,0.0,AI-Assisted,none
42124-123,Ozeanograf/in,Oceanographer,42124,4,IT & Science,none,,HIGH,16.0,62.5,37.5,0.0,0.0,0.0,Human-Centric,none
43313-100,PC- und Netzwerkfachkraft,PC and Network Specialist,43313,4,IT & Science,none,,HIGH,12.0,58.3,33.3,8.3,0.0,0.0,Human-Centric,none
42124-124,Paläontologe/Paläontologin,Paleontologist,42124,4,IT & Science,none,,HIGH,16.0,62.5,37.5,0.0,0.0,0.0,Human-Centric,none
41244-107,Pflanzenphysiologe/-physiologin,Plant Physiologist,41244,4,IT & Science,none,,HIGH,11.0,81.8,9.1,9.1,0.0,0.0,Human-Centric,none
41312-104,Pharmakant/in,Pharmaceutical Technician,41312,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,12.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
41412-100,Physikalisch-technische/r Assistent/in,Physics Technical Assistant,41412,4,IT & Science,none,,HIGH,7.0,85.7,0.0,14.3,0.0,0.0,Human-Centric,none
41404-103,Physiker/in,Physicist,41404,4,IT & Science,none,,HIGH,5.0,40.0,60.0,0.0,0.0,0.0,AI-Assisted,none
41412-101,Physiklaborant/in,Physics Laboratory Technician,41412,4,IT & Science,none,,HIGH,7.0,85.7,0.0,14.3,0.0,0.0,Human-Centric,none
41384-119,Polymerchemiker/in,Polymer Chemist,41384,4,IT & Science,none,,HIGH,10.0,80.0,20.0,0.0,0.0,0.0,Human-Centric,none
41312-108,Produktionsfachkraft Chemie,Chemical Production Specialist,41312,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,12.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
43423-101,Programmierer/in,Programmer,43423,4,IT & Science,none,,HIGH,11.0,27.3,54.5,18.2,0.0,0.0,AI-Assisted,none
43113-154,Prozessmanager/in - RPA,Process Manager - RPA,43113,4,IT & Science,none,,HIGH,11.0,45.5,45.5,9.1,0.0,0.0,Human-Centric,none
41222-100,Präparationstechnische/r Assistent/in,Preparation Technical Assistant,41222,4,IT & Science,onet_technical_added,Computer Systems Analysts,ADJUSTED_ONET,8.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
42112-104,Präparationstechnische/r Assistent/in - Geowissenschaften,Preparation Technical Assistant - Geosciences,42112,4,IT & Science,none,,HIGH,7.0,71.4,14.3,0.0,14.3,0.0,Human-Centric,none
41322-150,Prüftechnologe/-technologin Keramik,Testing Technologist Ceramics,41322,4,IT & Science,none,,HIGH,19.0,78.9,15.8,5.3,0.0,0.0,Human-Centric,none
41114-102,Risikoanalytiker/in (Versicherung),Risk Analyst (Insurance),41114,4,IT & Science,onet_social_added,Actuaries,ADJUSTED_ONET,8.0,22.9,77.1,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
41422-101,Rissprüfer/in,Crack Inspector,41422,4,IT & Science,none,,HIGH,13.0,84.6,7.7,7.7,0.0,0.0,Human-Centric,none
41422-102,Röntgenkontrolleur/in (Metallprüfer/in),X-ray Inspector (Metal Tester),41422,4,IT & Science,none,,HIGH,13.0,84.6,7.7,7.7,0.0,0.0,Human-Centric,none
43122-100,SPS-Fachkraft,PLC Specialist,43122,4,IT & Science,none,,HIGH,10.0,70.0,30.0,0.0,0.0,0.0,Human-Centric,none
42212-100,Schornsteinfeger/in,Chimney Sweep,42212,4,IT & Science,none,,HIGH,11.0,63.6,27.3,0.0,9.1,0.0,Human-Centric,none
42293-101,Schornsteinfegermeister/in,Master Chimney Sweep,42293,4,IT & Science,none,,HIGH,13.0,61.5,30.8,0.0,7.7,0.0,Human-Centric,none
43383-101,Sicherheitstechniker/in (IT),Security Technician (IT),43383,4,IT & Science,none,,HIGH,11.0,54.5,36.4,9.1,0.0,0.0,Human-Centric,none
43323-121,Site Reliability Engineer,Site Reliability Engineer,43323,4,IT & Science,none,,HIGH,12.0,41.7,50.0,8.3,0.0,0.0,AI-Assisted,none
43414-124,Software-Architect,Software Architect,43414,4,IT & Science,none,,HIGH,15.0,13.3,86.7,0.0,0.0,0.0,AI-Assisted,none
43414-102,Softwareentwickler/in,Software Developer,43414,4,IT & Science,none,,HIGH,15.0,13.3,86.7,0.0,0.0,0.0,AI-Assisted,none
41114-108,Statistiker/in,Statistician,41114,4,IT & Science,onet_social_added,Statisticians,ADJUSTED_ONET,8.0,18.0,82.0,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
41343-103,Steuer(er/in) - Erdöl- und Erdgasraffinationsanlagen,Operator - Oil and Gas Refineries,41343,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,7.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
41333-101,Steuer(er/in) - chem. Destillationsapparate und -reaktoren,Operator - Chemical Distillation Equipment and Reactors,41333,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,2.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
41333-102,Steuer(er/in) - chemische Filter- und Trennausrüstungen,Operator - Chemical Filter and Separation Equipment,41333,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,2.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
41333-104,Steuer(er/in) - chemische Wärmebehandlungsanlagen,Operator - Chemical Heat Treatment Plants,41333,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,2.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
41322-112,"Stoffprüfer/in (Chemie) Glas-, Keram.-Ind., Steine u. Erden","Materials Tester (Chemistry) Glass, Ceramics Industry, Stones and Earth",41322,4,IT & Science,none,,HIGH,19.0,78.9,15.8,5.3,0.0,0.0,Human-Centric,none
42334-101,Strahlenschutzbeauftragte/r,Radiation Protection Officer,42334,4,IT & Science,none,,HIGH,19.0,84.2,15.8,0.0,0.0,0.0,Human-Centric,none
42333-102,Strahlenschutzfachkraft,Radiation Protection Specialist,42333,4,IT & Science,none,,HIGH,11.0,72.7,18.2,0.0,0.0,9.1,Human-Centric,none
42334-106,Strahlenschutzingenieur/in,Radiation Protection Engineer,42334,4,IT & Science,none,,HIGH,19.0,84.2,15.8,0.0,0.0,0.0,Human-Centric,none
42324-100,Störfallbeauftragte/r,Incident Prevention Officer,42324,4,IT & Science,none,,HIGH,12.0,58.3,41.7,0.0,0.0,0.0,Human-Centric,none
41323-104,Synthesetechniker/in - Chemie,Synthesis Technician - Chemistry,41323,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,8.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
43413-100,Systemprogrammierer/in,Systems Programmer,43413,4,IT & Science,none,,HIGH,13.0,7.7,92.3,0.0,0.0,0.0,AI-Assisted,none
41184-122,Systemwissenschaftler/in,Systems Scientist,41184,4,IT & Science,onet_social_added,Computer and Information Research Scientists,ADJUSTED_ONET,6.0,22.9,77.1,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
41422-103,Techn. Assistent/in - Metallografie/Werkstoffkunde,Technical Assistant - Metallography/Materials Science,41422,4,IT & Science,none,,HIGH,13.0,84.6,7.7,7.7,0.0,0.0,Human-Centric,none
41213-100,Techniker/in - Biotechnik,Technician - Biotechnology,41213,4,IT & Science,none,,HIGH,8.0,87.5,12.5,0.0,0.0,0.0,Human-Centric,none
41313-101,Techniker/in - Chemietechnik (Betriebstechnik),Technician - Chemical Engineering (Operations Technology),41313,4,IT & Science,onet_tie_broken,Operations Research Analysts,ADJUSTED_ONET,12.0,50.0,41.7,8.3,0.0,0.0,Human-Centric,none
41323-100,Techniker/in - Chemietechnik (Biochemie),Technician - Chemical Engineering (Biochemistry),41323,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,8.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
41323-101,Techniker/in - Chemietechnik (Laboratoriumstechnik),Technician - Chemical Engineering (Laboratory Technology),41323,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,8.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
42203-100,Techniker/in - Chemietechnik (Umweltschutz),Technician - Chemical Engineering (Environmental Protection),42203,4,IT & Science,none,,HIGH,8.0,37.5,50.0,12.5,0.0,0.0,AI-Assisted,none
41313-102,Techniker/in - Chemietechnik (ohne Schwerpunkt),Technician - Chemical Engineering (General),41313,4,IT & Science,onet_tie_broken,DEFAULT,ADJUSTED_ONET,12.0,50.0,41.7,8.3,0.0,0.0,Human-Centric,none
42113-100,Techniker/in - Geologietechnik,Technician - Geological Engineering,42113,4,IT & Science,none,,HIGH,8.0,75.0,12.5,0.0,12.5,0.0,Human-Centric,none
43113-107,Techniker/in - Informatik (Betriebsinformatik),Technician - Information Technology (Business Informatics),43113,4,IT & Science,none,,HIGH,11.0,45.5,45.5,9.1,0.0,0.0,Human-Centric,none
43313-103,Techniker/in - Informatik (Netzwerktechnologie),Technician - Information Technology (Network Technology),43313,4,IT & Science,none,,HIGH,12.0,58.3,33.3,8.3,0.0,0.0,Human-Centric,none
43123-101,Techniker/in - Informatik (technische Informatik),Technician - Information Technology (Technical Informatics),43123,4,IT & Science,none,,HIGH,9.0,22.2,77.8,0.0,0.0,0.0,AI-Assisted,none
43153-141,Techniker/in - Medien- und Informationssysteme,Technician - Media and Information Systems,43153,4,IT & Science,none,,HIGH,15.0,33.3,60.0,6.7,0.0,0.0,AI-Assisted,none
41413-100,Techniker/in - Physiktechnik,Technician - Physics Technology,41413,4,IT & Science,none,,HIGH,7.0,71.4,14.3,14.3,0.0,0.0,Human-Centric,none
42313-112,"Techniker/in - Umweltschutzt. (Erneuerb.Energ., Energieber.)","Technician - Environmental Protection (Renewable Energy, Energy Consulting)",42313,4,IT & Science,none,,HIGH,11.0,63.6,36.4,0.0,0.0,0.0,Human-Centric,none
42203-102,Techniker/in - Umweltschutzt. (Labortechnik),Technician - Environmental Protection (Laboratory Technology),42203,4,IT & Science,none,,HIGH,8.0,37.5,50.0,12.5,0.0,0.0,AI-Assisted,none
42283-102,Techniker/in - Umweltschutzt. (Landschaftsökologie),Technician - Environmental Protection (Landscape Ecology),42283,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,4.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
42203-101,Techniker/in - Umweltschutzt. (Verfahrenstechnik),Technician - Environmental Protection (Process Engineering),42203,4,IT & Science,none,,HIGH,8.0,37.5,50.0,12.5,0.0,0.0,AI-Assisted,none
42283-103,Techniker/in - Umweltschutzt. (Wasserver- u. -entsorgung),Technician - Environmental Protection (Water Supply and Disposal),42283,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,4.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
42203-103,Techniker/in - Umweltschutzt. (ohne Schwerpunkt),Technician - Environmental Protection (No Specialization),42203,4,IT & Science,none,,HIGH,8.0,37.5,50.0,12.5,0.0,0.0,AI-Assisted,none
41423-103,Techniker/in - Werkstofftechnik,Technician - Materials Technology,41423,4,IT & Science,onet_technical_added,DEFAULT,ADJUSTED_ONET,1.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
41184-120,Technomathematiker/in,Technomathematician,41184,4,IT & Science,onet_social_added,Mathematicians,ADJUSTED_ONET,6.0,18.2,81.8,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
41322-118,Textillaborant/in,Textile Laboratory Technician,41322,4,IT & Science,none,,HIGH,19.0,78.9,15.8,5.3,0.0,0.0,Human-Centric,none
41322-151,Textillaborant/in - Textilchemie,Textile Laboratory Technician - Textile Chemistry,41322,4,IT & Science,none,,HIGH,19.0,78.9,15.8,5.3,0.0,0.0,Human-Centric,none
41254-100,Toxikologe/Toxikologin,Toxicologist,41254,4,IT & Science,none,,HIGH,10.0,90.0,10.0,0.0,0.0,0.0,Human-Centric,none
42314-103,Umwelt-Auditor/in,Environmental Auditor,42314,4,IT & Science,none,,HIGH,17.0,52.9,47.1,0.0,0.0,0.0,Human-Centric,none
42314-100,Umweltanalytiker/in,Environmental Analyst,42314,4,IT & Science,none,,HIGH,17.0,52.9,47.1,0.0,0.0,0.0,Human-Centric,none
42313-105,Umweltberater/in - Handwerk,Environmental Consultant - Trades,42313,4,IT & Science,none,,HIGH,11.0,63.6,36.4,0.0,0.0,0.0,Human-Centric,none
42314-101,Umweltgutachter/in,Environmental Assessor,42314,4,IT & Science,none,,HIGH,17.0,52.9,47.1,0.0,0.0,0.0,Human-Centric,none
43114-112,Umweltinformatiker/in,Environmental Computer Scientist,43114,4,IT & Science,none,,HIGH,13.0,23.1,76.9,0.0,0.0,0.0,AI-Assisted,none
42314-106,Umweltmanagementbeauftragte/r,Environmental Management Officer,42314,4,IT & Science,none,,HIGH,17.0,52.9,47.1,0.0,0.0,0.0,Human-Centric,none
42202-101,Umweltschutzlaborant/in,Environmental Protection Laboratory Technician,42202,4,IT & Science,none,,HIGH,9.0,66.7,0.0,22.2,0.0,11.1,Human-Centric,none
42202-100,Umweltschutztechnische/r Assistent/in,Environmental Protection Technical Assistant,42202,4,IT & Science,none,,HIGH,9.0,66.7,0.0,22.2,0.0,11.1,Human-Centric,none
42314-114,Umweltwissenschaftler/in,Environmental Scientist,42314,4,IT & Science,none,,HIGH,17.0,52.9,47.1,0.0,0.0,0.0,Human-Centric,none
41254-101,Verhaltensforscher/in,Behavioral Researcher,41254,4,IT & Science,none,,HIGH,10.0,90.0,10.0,0.0,0.0,0.0,Human-Centric,none
43114-113,Verwaltungsinformatiker/in,Administrative IT Specialist,43114,4,IT & Science,none,,HIGH,13.0,23.1,76.9,0.0,0.0,0.0,AI-Assisted,none
43363-100,Webadministrator/in,Web Administrator,43363,4,IT & Science,none,,HIGH,11.0,27.3,63.6,9.1,0.0,0.0,AI-Assisted,none
41422-112,Werkstoffprüfer/in (mit Schwerpunkten),Materials Tester (with specializations),41422,4,IT & Science,none,,HIGH,13.0,84.6,7.7,7.7,0.0,0.0,Human-Centric,none
41422-109,Werkstoffprüfer/in - Halbleitertechnik,Materials Tester - Semiconductor Technology,41422,4,IT & Science,none,,HIGH,13.0,84.6,7.7,7.7,0.0,0.0,Human-Centric,none
41422-130,Werkstoffprüfer/in - Kunststofftechnik,Materials Tester - Plastics Technology,41422,4,IT & Science,none,,HIGH,13.0,84.6,7.7,7.7,0.0,0.0,Human-Centric,none
41422-108,Werkstoffprüfer/in - Metalltechnik,Materials Tester - Metal Technology,41422,4,IT & Science,none,,HIGH,13.0,84.6,7.7,7.7,0.0,0.0,Human-Centric,none
41422-129,Werkstoffprüfer/in - Systemtechnik,Materials Tester - Systems Technology,41422,4,IT & Science,none,,HIGH,13.0,84.6,7.7,7.7,0.0,0.0,Human-Centric,none
41422-107,Werkstoffprüfer/in - Wärmebehandlungstechnik,Materials Tester - Heat Treatment Technology,41422,4,IT & Science,none,,HIGH,13.0,84.6,7.7,7.7,0.0,0.0,Human-Centric,none
